Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,4,average,euclidean,1,,,,1.56
CC General,4,average,manhattan,1,,,,1.51
CC General,4,average,cosine,320,0.35,2121.19,0.85,2.46
CC General,4,average,chebyshev,1,,,,2.51
CC General,4,average,minkowski,1,,,,4.77
CC General,4,average,mahalanobis,5183,0.32,90582.26,0.14,9.76
COVID-19,4,average,euclidean,9,0.46,221.68,0.76,0.0
COVID-19,4,average,manhattan,26,0.47,252.72,0.6,0.01
COVID-19,4,average,cosine,64,0.42,231.05,0.45,0.01
COVID-19,4,average,chebyshev,7,0.5,226.41,0.67,0.01
COVID-19,4,average,minkowski,9,0.46,221.68,0.76,0.02
COVID-19,4,average,mahalanobis,217,0.05,55440.49,0.02,0.07
Credit Card,4,average,euclidean,2,0.49,224.48,0.47,0.02
Credit Card,4,average,manhattan,3,0.47,314.83,1.03,0.01
Credit Card,4,average,cosine,33,0.51,2165.15,0.56,0.02
Credit Card,4,average,chebyshev,1,,,,0.01
Credit Card,4,average,minkowski,2,0.49,224.48,0.47,0.04
Credit Card,4,average,mahalanobis,479,0.27,77264.78,0.13,0.14
Mall Customer,4,average,euclidean,8,0.66,561.88,0.34,0.0
Mall Customer,4,average,manhattan,10,0.7,1043.05,0.35,0.0
Mall Customer,4,average,cosine,17,0.58,814.16,0.4,0.0
Mall Customer,4,average,chebyshev,8,0.66,561.88,0.34,0.0
Mall Customer,4,average,minkowski,8,0.66,561.88,0.34,0.02
Mall Customer,4,average,mahalanobis,140,0.34,90892.9,0.09,0.05
Sales Transactions,4,average,euclidean,1,,,,0.01
Sales Transactions,4,average,manhattan,3,0.35,288.37,1.25,0.02
Sales Transactions,4,average,cosine,127,0.28,331.85,0.8,0.04
Sales Transactions,4,average,chebyshev,1,,,,0.02
Sales Transactions,4,average,minkowski,1,,,,0.04
Sales Transactions,4,average,mahalanobis,793,0.02,34802.48,0.03,0.2
Wholesale,4,average,euclidean,4,0.36,189.23,0.81,0.01
Wholesale,4,average,manhattan,9,0.43,397.79,0.76,0.01
Wholesale,4,average,cosine,91,0.39,334.83,0.57,0.02
Wholesale,4,average,chebyshev,1,,,,0.01
Wholesale,4,average,minkowski,4,0.36,189.23,0.81,0.02
Wholesale,4,average,mahalanobis,423,0.05,43547.4,0.02,0.11
